_id,title,category
5d656c39214a28c36d3a3bac,Hostages swapped for three militants,POLITICS
5d656c3a214a28c36d3a3bae,Man must adhere to code of ethics,POLITICS
5d656c3a214a28c36d3a3bad,A disappointing experience,WELLNESS
5d656c3a214a28c36d3a3bb1,The view from the IC-814 cockpit,TRAVEL
5d656c3a214a28c36d3a3baf,Curfew fails to quell riots in Ambon,POLITICS
5d656c3a214a28c36d3a3bb0,Pondy CM to meet Sinha again,POLITICS
5d656c3a214a28c36d3a3bb2,N-installation lists exchanged,POLITICS
5d656c3a214a28c36d3a3bb3,What really happened at Amritsar?,POLITICS
5d656c3c214a28c36d3a3bb4,Hijackers headed for Kashmir?,POLITICS
5d656c3d214a28c36d3a3bb5,Stop the violence,POLITICS
5d656c3e214a28c36d3a3bb6,Dawn of the millennium,ENTERTAINMENT
5d656c3e214a28c36d3a3bb7,"dated January 1, 1950: Dr. Ida S. Scudder",ENTERTAINMENT
5d656c3e214a28c36d3a3bb8,"Tendulkar, McGrath prove their superiority",POLITICS
5d656c3e214a28c36d3a3bb9,London Eye' comes to a grinding halt,POLITICS
5d656c3e214a28c36d3a3bba,Critical sectors safe,POLITICS
5d656c3e214a28c36d3a3bbb,Minister had named the same three militants,POLITICS
5d656c3e214a28c36d3a3bbc,BJP's 'hard state' line takes a beating,POLITICS
5d656c3f214a28c36d3a3bbd,The Seattle chaos,POLITICS
5d656c3f214a28c36d3a3bbe,Bradman still casts a giant shadow,POLITICS
5d656c3f214a28c36d3a3bbf,Projecting a global image,POLITICS
5d656c3f214a28c36d3a3bc0,Hijackers tried to save Rupin',POLITICS
5d656c3f214a28c36d3a3bc1,Edible oils to cost more in Gujarat,WELLNESS
5d656c40214a28c36d3a3bc2,Govt. sees 'gains' in hijacking drama,POLITICS
5d656c40214a28c36d3a3bc3,Security reviewed,POLITICS
5d656c40214a28c36d3a3bc4,New millennium ushered in,ENTERTAINMENT
5d656c41214a28c36d3a3bc5,A barefoot friend of the tiger,WELLNESS
5d656c41214a28c36d3a3bc6,No glitches in South-east Asia,POLITICS
5d656c41214a28c36d3a3bc7,Sales tax on 37 items hiked,POLITICS
5d656c41214a28c36d3a3bc8,They were key players in reviving militancy,POLITICS
5d656c42214a28c36d3a3bc9,"Hijack footprints lead to Pakistan, says Jaswant",POLITICS
5d656c42214a28c36d3a3bca,The icons who ruled the century,POLITICS
5d656c43214a28c36d3a3bcb,A fundamental flaw,POLITICS
5d656c43214a28c36d3a3bcc,Opposition may turn the heat on Govt.,POLITICS
5d656c43214a28c36d3a3bcd,Instant but lasting impression,WELLNESS
5d656c43214a28c36d3a3bce,Sri Lanka ushers in new millennium amid heavy fighting,POLITICS
5d656c43214a28c36d3a3bcf,Jakanachari Award for Shamraya Acharya,ENTERTAINMENT
5d656c43214a28c36d3a3bd0,"U.S., India were in constant touch'",POLITICS
5d656c43214a28c36d3a3bd1,Govt. has bungled: Left,POLITICS
5d656c43214a28c36d3a3bd2,Ministerian reveals his Classic intentions,ENTERTAINMENT
5d656c44214a28c36d3a3bd3,The wise elephant,WELLNESS
5d656c44214a28c36d3a3bd4,"Hijackers threatened to kill, also cracked jokes",POLITICS
5d656c44214a28c36d3a3bd5,Case filed against Haryana DGP,POLITICS
5d656c45214a28c36d3a3bd6,Wahid warns Irian Jaya against rebellion,POLITICS
5d656c45214a28c36d3a3bd7,Racing against the sun,TRAVEL
5d656c45214a28c36d3a3bd8,Iran closed airspace for the plane,POLITICS
5d656c45214a28c36d3a3bd9,Explosives removed by Taliban,POLITICS
5d656c45214a28c36d3a3bda,Allaire justifies looks,POLITICS
5d656c46214a28c36d3a3bdb,Hijackers kill colleague,POLITICS
5d656c46214a28c36d3a3bdc,"Taliban's origins: Deoband, U.P., 1867",POLITICS
5d656c46214a28c36d3a3bdd,ST floor rates from today,POLITICS
5d656c46214a28c36d3a3bde,"President, PM stress need for constant vigil",POLITICS
5d656c46214a28c36d3a3bdf,Life of a legend,ENTERTAINMENT
5d656c46214a28c36d3a3be0,Govt. had no other option: experts,POLITICS
5d656c46214a28c36d3a3be1,Appu and D'Silva corner glory,TRAVEL
5d656c46214a28c36d3a3be2,Singapore PM to focus on South,POLITICS
5d656c47214a28c36d3a3be3,Jaswant's Singapore visit postponed,TRAVEL
5d656c47214a28c36d3a3be4,New Delhi expected too much from Taliban,POLITICS
5d656c48214a28c36d3a3be5,Pak. should be held accountable: Pallone,POLITICS
5d656c48214a28c36d3a3be6,Taliban is the biggest gainer,POLITICS
5d656c48214a28c36d3a3be7,Polar Falcon trounces field,POLITICS
5d656c48214a28c36d3a3be8,Shapes and spaces,WELLNESS
5d656c48214a28c36d3a3be9,"Hijackers, militants Quetta-bound: Taliban",POLITICS
5d656c48214a28c36d3a3bea,Rural uplift main thrust area: CM,POLITICS
5d656c49214a28c36d3a3beb,Eight villagers killed in firing,POLITICS
5d656c49214a28c36d3a3bec,Setback to India',POLITICS
5d656c49214a28c36d3a3bed,"President, Vice-President greet people",POLITICS
5d656c4a214a28c36d3a3bee,Security at the airports,POLITICS
5d656c4a214a28c36d3a3bef,The moments that will live forever,ENTERTAINMENT
5d656c4a214a28c36d3a3bf0,Nimble numbers,POLITICS
5d656c4a214a28c36d3a3bf1,They don't fit the bill,POLITICS
5d656c4a214a28c36d3a3bf2,U.S. for prosecution of those involved in hijack,POLITICS
5d656c4a214a28c36d3a3bf3,"Yeltsin resigns, Putin takes over",POLITICS
5d656c4a214a28c36d3a3bf4,13 killed in Kashmir,POLITICS
5d656c4b214a28c36d3a3bf5,A calculated move to help Putin,POLITICS
5d656c4b214a28c36d3a3bf6,CSO estimates 6 p.c. GDP growth in Q2,POLITICS
5d656c4c214a28c36d3a3bf7,Into the new millennium... Gold Flake Open reflects the game's cultural leap,POLITICS
5d656c4c214a28c36d3a3bf8,Millennium Award presented to C.Subramaniam,ENTERTAINMENT
5d656c4c214a28c36d3a3bf9,The world of camel and llama,TRAVEL
5d656c4c214a28c36d3a3bfa,"Welcome change, Clinton tells nation",POLITICS
5d656c4c214a28c36d3a3bfb,"PM greets President, Vice-President",POLITICS
5d656c4e214a28c36d3a3bfd,A searching question,POLITICS
5d656c4e214a28c36d3a3bfc,Great relief but a heavy price,POLITICS
5d656c4e214a28c36d3a3bfe,"Sky marshals in IA, AI flights",TRAVEL
5d656c4e214a28c36d3a3bff,Double crown for Ursa Vesenjak,POLITICS
5d656c4e214a28c36d3a3c00,Agarwal remanded to judicial custody,POLITICS
5d656c4f214a28c36d3a3c01,Crow in my balcony,POLITICS
5d656c4f214a28c36d3a3c02,Kashmiris indifferent to hijack,POLITICS
5d656c4f214a28c36d3a3c03,Goa bans smoking in public places,WELLNESS
5d656c50214a28c36d3a3c04,CM announces award for proficiency in Thirukural,ENTERTAINMENT
5d656c50214a28c36d3a3c05,"Navratilova, the toast",POLITICS
5d656c50214a28c36d3a3c06,Some plain speak on policy,POLITICS
5d656c50214a28c36d3a3c07,Swamy demands PM's resignation,POLITICS
5d656c50214a28c36d3a3c08,"Evolve policy to combat lead poisoning, Centre urged",POLITICS
5d656c50214a28c36d3a3c09,Bahrain and Qatar in historic make-up,POLITICS
5d656c51214a28c36d3a3c0a,A.P. accedes to T.N. request for water,POLITICS
5d656c51214a28c36d3a3c0b,Newscan,POLITICS
5d656c51214a28c36d3a3c0c,EC reviews arrangements for Assembly elections,POLITICS
5d656c51214a28c36d3a3c0d,Signature campaign to release Kolappan panel report,POLITICS
5d656c52214a28c36d3a3c0e,Rupee may remain stable in Y2K',POLITICS
5d656c52214a28c36d3a3c0f,NHRC awards compensation for 'illegal detention',POLITICS
5d656c52214a28c36d3a3c10,The Rocket blazes into tennis immortality,WELLNESS
5d656c52214a28c36d3a3c11,Britons take to the streets,POLITICS
5d656c52214a28c36d3a3c12,A smile that was,WELLNESS
5d656c52214a28c36d3a3c13,ISRO satellites make transition,POLITICS
5d656c53214a28c36d3a3c14,West Bengal Govt. unfolds new IT policy,POLITICS
5d656c53214a28c36d3a3c15,"Hijack, a part of 'operation Ramadan'",POLITICS
5d656c53214a28c36d3a3c16,Trio on a musical trip,ENTERTAINMENT
5d656c53214a28c36d3a3c17,"Not Y2K babies, just God's gift",PARENTING
5d656c54214a28c36d3a3c18,The heartbreaks of the millennium,ENTERTAINMENT
5d656c54214a28c36d3a3c19,American national reported missing,POLITICS
5d656c54214a28c36d3a3c1a,U.S. makes nation-wide security sweep,POLITICS
5d656c54214a28c36d3a3c1b,Putin visits Chechnya,POLITICS
5d656c55214a28c36d3a3c1c,Security at Meerut rly station tightened,POLITICS
5d656c55214a28c36d3a3c1d,"Hijack 'episode', a call to beef up security",POLITICS
5d656c55214a28c36d3a3c1e,India posts second win,POLITICS
5d656c55214a28c36d3a3c1f,Coconut mite disease: Centre awaiting experts' report,WELLNESS
5d656c56214a28c36d3a3c21,His first flight was into terror,POLITICS
5d656c56214a28c36d3a3c20,"The food was stale, tasteless'",WELLNESS
5d656c56214a28c36d3a3c22,Clinton pays warm tributes to Yeltsin,POLITICS
5d656c56214a28c36d3a3c23,A legend in his own right,ENTERTAINMENT
5d656c57214a28c36d3a3c24,Badal inducts 15 new Ministers,POLITICS
5d656c57214a28c36d3a3c25,ATC official at Kandahar loses job,POLITICS
5d656c57214a28c36d3a3c26,The greatest in one hundred years,POLITICS
5d656c58214a28c36d3a3c27,Nayanar crosses swords with Rajagopal,POLITICS
5d656c58214a28c36d3a3c28,Curfew in Surankot,POLITICS
5d656c58214a28c36d3a3c29,World ushers in new millennium,ENTERTAINMENT
5d656c59214a28c36d3a3c2a,Hijackers largely relied on in-flight doctors',POLITICS
5d656c59214a28c36d3a3c2b,One-month ban for Akhtar,POLITICS
5d656c59214a28c36d3a3c2c,India enters semifinals,POLITICS
5d656c59214a28c36d3a3c2d,Terror in the mountains,POLITICS
5d656c59214a28c36d3a3c2e,Karunanidhi congratulates PM,POLITICS
5d656c59214a28c36d3a3c2f,Capricorn,POLITICS
5d656c5a214a28c36d3a3c30,Indian writing gets a boost,POLITICS
5d656c5a214a28c36d3a3c31,Chandrika for U.S.,POLITICS
5d656c5a214a28c36d3a3c32,From Asoka to Bill Gates,POLITICS
5d656c5a214a28c36d3a3c33,Flakes of golden memories,POLITICS
5d656c5a214a28c36d3a3c34,Democracy devalued?,POLITICS
5d656c5b214a28c36d3a3c35,CM unveils Thiruvalluvar statue,POLITICS
5d656c5b214a28c36d3a3c36,Lee making 'rapid strides' is not good news for Indians,POLITICS
5d656c5b214a28c36d3a3c37,Aquarius,POLITICS
5d656c5b214a28c36d3a3c38,Where are the penpushers?,POLITICS
5d656c5b214a28c36d3a3c39,9 Kashmiris held in Nizamabad,POLITICS
5d656c5b214a28c36d3a3c3a,Taliban disowns statement,POLITICS
5d656c5c214a28c36d3a3c3b,U.S. newspaper apologises to Sikh community,POLITICS
5d656c5c214a28c36d3a3c3c,Oils packaging order comes into force,POLITICS
5d656c5c214a28c36d3a3c3d,Hope and despair,POLITICS
5d656c5c214a28c36d3a3c3e,New voices on screen,ENTERTAINMENT
5d656c5d214a28c36d3a3c40,Pisces,POLITICS
5d656c5d214a28c36d3a3c41,India ready to back claim on Pak. role,POLITICS
5d656c5d214a28c36d3a3c3f,From Copernicus to Freud: Five books that changed the world,POLITICS
5d656c5d214a28c36d3a3c42,Pak. shelling in Uri sector,POLITICS
5d656c5e214a28c36d3a3c43,"Urdu couplets, jokes and threats",POLITICS
5d656c5e214a28c36d3a3c44,Eight killed in road accident,ENTERTAINMENT
5d656c5e214a28c36d3a3c45,Winners and washouts,ENTERTAINMENT
5d656c5e214a28c36d3a3c46,Matrimonial - Bridegrooms Wanted,POLITICS
5d656c5e214a28c36d3a3c48,Caging the Khmer Rouge,POLITICS
5d656c5e214a28c36d3a3c47,Dear Reader,POLITICS
5d656c5f214a28c36d3a3c49,Harkat behind hijack',POLITICS
5d656c5f214a28c36d3a3c4a,Oil pipeline blown up,POLITICS
5d656c5f214a28c36d3a3c4b,TMC plans yatra to highlight rural problems,POLITICS
5d656c5f214a28c36d3a3c4c,Off-stage comes on stage,POLITICS
5d656c60214a28c36d3a3c4d,Kathmandu airport was like a bus stand',TRAVEL
5d656c60214a28c36d3a3c4e,Real Estate - Selling,POLITICS
5d656c60214a28c36d3a3c4f,The millennium's canon,ENTERTAINMENT
5d656c60214a28c36d3a3c50,Battle for the ballot,POLITICS
5d656c60214a28c36d3a3c51,Commercial strokes?,ENTERTAINMENT
5d656c61214a28c36d3a3c52,BJP wants Pak. to hand over hijackers,POLITICS
5d656c61214a28c36d3a3c53,DMK tightens entry norms for party posts,POLITICS
5d656c61214a28c36d3a3c54,Britain not to block entry of released militant,POLITICS
5d656c61214a28c36d3a3c55,Matrimonial - Brides Wanted,POLITICS
5d656c61214a28c36d3a3c56,Sangita Kalanidhi' conferred on T. K. Govinda Rao,POLITICS
5d656c62214a28c36d3a3c57,Exports up in Nov.,POLITICS
5d656c62214a28c36d3a3c58,Boom time for children's books,POLITICS
5d656c62214a28c36d3a3c59,Y2K fails to bug Tamil Nadu,WELLNESS
5d656c62214a28c36d3a3c5a,Release of hostages is not the end of matter: U.S.,POLITICS
5d656c62214a28c36d3a3c5b,Strumming a message,POLITICS
5d656c63214a28c36d3a3c5c,Rental,TRAVEL
5d656c63214a28c36d3a3c5d,Week-long Science Congress begins today,POLITICS
5d656c63214a28c36d3a3c5e,Planets in Navamsa,TRAVEL
5d656c63214a28c36d3a3c5f,Defending the Dalit cause,POLITICS
5d656c63214a28c36d3a3c60,Dark clouds over Dhaka,WELLNESS
5d656c64214a28c36d3a3c61,Quest of a different kind,WELLNESS
5d656c64214a28c36d3a3c62,Revelry to ring in the New Year,ENTERTAINMENT
5d656c64214a28c36d3a3c63,Changes in the new year,POLITICS
5d656c64214a28c36d3a3c64,BJP giving up swadeshi plank?,WELLNESS
5d656c64214a28c36d3a3c65,A sell-out: Swamy,POLITICS
5d656c65214a28c36d3a3c66,Aries,ENTERTAINMENT
5d656c65214a28c36d3a3c67,Action against directors of corporate NBFCs draws flak,POLITICS
5d656c65214a28c36d3a3c68,Uneasy solitude,POLITICS
5d656c65214a28c36d3a3c69,Some lessons in journalism,POLITICS
5d656c66214a28c36d3a3c6b,Business Offers,POLITICS
5d656c66214a28c36d3a3c6a,Hardliners hold sway in W.Bengal CPI(M),POLITICS
5d656c66214a28c36d3a3c6c,"Hijackers collected Rs. 71,000 for gift to Taliban'",POLITICS
5d656c66214a28c36d3a3c6d,Why Zargar's release was sought,POLITICS
5d656c66214a28c36d3a3c6e,Taurus,POLITICS
5d656c67214a28c36d3a3c6f,Tamil Nadu and Railways take titles,POLITICS
5d656c67214a28c36d3a3c70,Hijack,POLITICS
5d656c67214a28c36d3a3c71,Threading together centuries,ENTERTAINMENT
5d656c67214a28c36d3a3c72,Into the life of Parsis,WELLNESS
5d656c68214a28c36d3a3c73,"Swap, a blow to security forces: experts",POLITICS
5d656c68214a28c36d3a3c74,"We have evidence against Pak., says Brajesh Mishra",POLITICS
5d656c68214a28c36d3a3c76,Top Chechen rebels killed in air strikes,POLITICS
5d656c68214a28c36d3a3c75,Gemini,POLITICS
5d656c68214a28c36d3a3c77,Adoor at the French Cinematheque,TRAVEL
5d656c68214a28c36d3a3c78,Madras Miscellany,POLITICS
5d656c68214a28c36d3a3c79,"MTNL, Sun TV tie up for Internet",ENTERTAINMENT
5d656c69214a28c36d3a3c7a,Warriors in a Himalayan kingdom,POLITICS
5d656c69214a28c36d3a3c7b,Uniform sales tax : 'CM has surrendered to Centre',POLITICS
5d656c69214a28c36d3a3c7c,Inflation crosses 3 p.c. mark,POLITICS
5d656c69214a28c36d3a3c7d,Cancer,WELLNESS
5d656c6a214a28c36d3a3c7e,U.S. pins hopes on W. Asia talks,POLITICS
5d656c6a214a28c36d3a3c7f,Thoughts for the new year,WELLNESS
5d656c6a214a28c36d3a3c80,Between You and Me,POLITICS
5d656c6a214a28c36d3a3c81,Missed opportunities,POLITICS
5d656c6a214a28c36d3a3c82,England may bring back Vaughan,WELLNESS
5d656c6b214a28c36d3a3c83,Leo,ENTERTAINMENT
5d656c6b214a28c36d3a3c84,Emotional reception for hostages,POLITICS
5d656c6b214a28c36d3a3c85,EC to review law and order in four States,POLITICS
5d656c6c214a28c36d3a3c86,Mapping the millennium: Understanding consciousness,WELLNESS
5d656c6c214a28c36d3a3c87,Cold wave claims more lives in Bihar,POLITICS
5d656c6c214a28c36d3a3c88,A different feminist,POLITICS
5d656c6c214a28c36d3a3c89,Last chance for Indians to redeem their pride,POLITICS
5d656c6c214a28c36d3a3c8a,As technology races by...,POLITICS
5d656c6d214a28c36d3a3c8b,No message of peace for Kashmir,POLITICS
5d656c6e214a28c36d3a3c8c,Novelist of the century',POLITICS
5d656c6e214a28c36d3a3c8d,Mapping the millennium: It takes all types...,WELLNESS
5d656c6e214a28c36d3a3c8e,Shift in S.Africa's policy on Western Sahara?,POLITICS
5d656c6e214a28c36d3a3c8f,Virgo,POLITICS
5d656c6e214a28c36d3a3c90,Amazing Girl bags The Hindu Bangalore Oaks,STYLE & BEAUTY
5d656c6e214a28c36d3a3c91,Millennium musings,ENTERTAINMENT
5d656c6e214a28c36d3a3c92,Plastic surgery - the danger in delay,POLITICS
5d656c6e214a28c36d3a3c93,At the Taliban's mercy,POLITICS
5d656c6f214a28c36d3a3c94,PM's intervention sought in border row,POLITICS
5d656c70214a28c36d3a3c95,Mapping the millennium: Colours of culture,ENTERTAINMENT
5d656c70214a28c36d3a3c96,Libra,POLITICS
5d656c70214a28c36d3a3c97,A batsman who adds carefree confidence to brilliance,WELLNESS
5d656c70214a28c36d3a3c98,Clinton 'looking forward' to visit,POLITICS
5d656c70214a28c36d3a3c99,Countering the revivalist spirit,WELLNESS
5d656c70214a28c36d3a3c9a,Tight security for Janmabhoomi,POLITICS
5d656c70214a28c36d3a3c9b,The unanswered questions,POLITICS
5d656c71214a28c36d3a3c9c,Mapping the millennium: Innovative creators,ENTERTAINMENT
5d656c71214a28c36d3a3c9d,Scorpio,POLITICS
5d656c71214a28c36d3a3c9e,Mamata defends PM on hijack issue,POLITICS
5d656c72214a28c36d3a3c9f,Leopard trapped in house,POLITICS
5d656c72214a28c36d3a3ca0,Killing fields in Africa,POLITICS
5d656c72214a28c36d3a3ca1,Violence spreads in Spice Islands,POLITICS
5d656c72214a28c36d3a3ca2,Looking ahead with hope,POLITICS
5d656c72214a28c36d3a3ca3,Adequate Central forces for Bihar Assembly polls sought,POLITICS
5d656c73214a28c36d3a3ca4,Mild tremor in Guwahati,WELLNESS
5d656c73214a28c36d3a3ca5,Sagittarius,POLITICS
5d656c74214a28c36d3a3ca6,Costly freedom,POLITICS
